#1:i  2:j   3:lat       4:lon       5:rproj     6:vproj     
30    59    -34.20000   +106.20000  -5.415e-01  -8.026e-01  
30    60    -34.20000   +108.00000  -5.417e-01  -7.943e-01  
30    61    -34.20000   +109.80000  -5.420e-01  -7.852e-01  
30    62    -34.20000   +111.60000  -5.423e-01  -7.754e-01  
30    63    -34.20000   +113.40000  -5.426e-01  -7.649e-01  
30    64    -34.20000   +115.20000  -5.430e-01  -7.536e-01  
30    65    -34.20000   +117.00000  -5.433e-01  -7.415e-01  
30    66    -34.20000   +118.80000  -5.437e-01  -7.288e-01  
30    67    -34.20000   +120.60000  -5.441e-01  -7.153e-01  
30    68    -34.20000   +122.40000  -5.445e-01  -7.012e-01  
30    69    -34.20000   +124.20000  -5.449e-01  -6.864e-01  
30    70    -34.20000   +126.00000  -5.454e-01  -6.709e-01  
30    71    -34.20000   +127.80000  -5.458e-01  -6.548e-01  
30    72    -34.20000   +129.60000  -5.463e-01  -6.380e-01  
30    73    -34.20000   +131.40000  -5.468e-01  -6.206e-01  
30    74    -34.20000   +133.20000  -5.473e-01  -6.026e-01  
30    75    -34.20000   +135.00000  -5.478e-01  -5.841e-01  
30    76    -34.20000   +136.80000  -5.484e-01  -5.650e-01  
30    77    -34.20000   +138.60000  -5.489e-01  -5.453e-01  
30    78    -34.20000   +140.40000  -5.495e-01  -5.251e-01  
30    79    -34.20000   +142.20000  -5.501e-01  -5.044e-01  
30    80    -34.20000   +144.00000  -5.506e-01  -4.833e-01  
30    81    -34.20000   +145.80000  -5.512e-01  -4.616e-01  
30    82    -34.20000   +147.60000  -5.519e-01  -4.396e-01  
30    83    -34.20000   +149.40000  -5.525e-01  -4.171e-01  
30    84    -34.20000   +151.20000  -5.531e-01  -3.942e-01  
30    85    -34.20000   +153.00000  -5.537e-01  -3.709e-01  
30    86    -34.20000   +154.80000  -5.544e-01  -3.473e-01  
30    87    -34.20000   +156.60000  -5.550e-01  -3.234e-01  
30    88    -34.20000   +158.40000  -5.557e-01  -2.991e-01  
30    89    -34.20000   +160.20000  -5.563e-01  -2.746e-01  
30    90    -34.20000   +162.00000  -5.570e-01  -2.498e-01  
30    91    -34.20000   +163.80000  -5.577e-01  -2.248e-01  
30    92    -34.20000   +165.60000  -5.584e-01  -1.996e-01  
30    93    -34.20000   +167.40000  -5.590e-01  -1.742e-01  
30    94    -34.20000   +169.20000  -5.597e-01  -1.486e-01  
30    95    -34.20000   +171.00000  -5.604e-01  -1.229e-01  
30    96    -34.20000   +172.80000  -5.611e-01  -9.712e-02  
30    97    -34.20000   +174.60000  -5.618e-01  -7.124e-02  
30    98    -34.20000   +176.40000  -5.625e-01  -4.530e-02  
30    99    -34.20000   +178.20000  -5.632e-01  -1.933e-02  
30    100   -34.20000   +180.00000  -5.638e-01  +6.638e-03  
30    101   -34.20000   +181.80000  -5.645e-01  +3.259e-02  
30    102   -34.20000   +183.60000  -5.652e-01  +5.849e-02  
30    103   -34.20000   +185.40000  -5.659e-01  +8.432e-02  
30    104   -34.20000   +187.20000  -5.666e-01  +1.101e-01  
30    105   -34.20000   +189.00000  -5.672e-01  +1.357e-01  
30    106   -34.20000   +190.80000  -5.679e-01  +1.611e-01  
30    107   -34.20000   +192.60000  -5.686e-01  +1.864e-01  
30    108   -34.20000   +194.40000  -5.692e-01  +2.115e-01  
30    109   -34.20000   +196.20000  -5.699e-01  +2.364e-01  
30    110   -34.20000   +198.00000  -5.705e-01  +2.610e-01  
30    111   -34.20000   +199.80000  -5.711e-01  +2.853e-01  
30    112   -34.20000   +201.60000  -5.717e-01  +3.094e-01  
30    113   -34.20000   +203.40000  -5.724e-01  +3.331e-01  
30    114   -34.20000   +205.20000  -5.730e-01  +3.565e-01  
30    115   -34.20000   +207.00000  -5.735e-01  +3.795e-01  
30    116   -34.20000   +208.80000  -5.741e-01  +4.022e-01  
30    117   -34.20000   +210.60000  -5.747e-01  +4.244e-01  
30    118   -34.20000   +212.40000  -5.752e-01  +4.462e-01  
30    119   -34.20000   +214.20000  -5.758e-01  +4.675e-01  
30    120   -34.20000   +216.00000  -5.763e-01  +4.883e-01  
30    121   -34.20000   +217.80000  -5.768e-01  +5.087e-01  
30    122   -34.20000   +219.60000  -5.773e-01  +5.285e-01  
30    123   -34.20000   +221.40000  -5.778e-01  +5.478e-01  
30    124   -34.20000   +223.20000  -5.783e-01  +5.666e-01  
30    125   -34.20000   +225.00000  -5.787e-01  +5.848e-01  
30    126   -34.20000   +226.80000  -5.791e-01  +6.024e-01  
30    127   -34.20000   +228.60000  -5.796e-01  +6.193e-01  
30    128   -34.20000   +230.40000  -5.800e-01  +6.357e-01  
30    129   -34.20000   +232.20000  -5.803e-01  +6.514e-01  
30    130   -34.20000   +234.00000  -5.807e-01  +6.664e-01  
30    131   -34.20000   +235.80000  -5.810e-01  +6.808e-01  
30    132   -34.20000   +237.60000  -5.814e-01  +6.945e-01  
30    133   -34.20000   +239.40000  -5.817e-01  +7.075e-01  
30    134   -34.20000   +241.20000  -5.820e-01  +7.198e-01  
30    135   -34.20000   +243.00000  -5.822e-01  +7.313e-01  
30    136   -34.20000   +244.80000  -5.825e-01  +7.421e-01  
30    137   -34.20000   +246.60000  -5.827e-01  +7.522e-01  
30    138   -34.20000   +248.40000  -5.829e-01  +7.615e-01  
30    139   -34.20000   +250.20000  -5.831e-01  +7.701e-01  
30    140   -34.20000   +252.00000  -5.832e-01  +7.778e-01  
30    141   -34.20000   +253.80000  -5.834e-01  +7.848e-01  
30    142   -34.20000   +255.60000  -5.835e-01  +7.910e-01  
30    143   -34.20000   +257.40000  -5.836e-01  +7.964e-01  
30    144   -34.20000   +259.20000  -5.837e-01  +8.010e-01  
30    145   -34.20000   +261.00000  -5.837e-01  +8.048e-01  
30    146   -34.20000   +262.80000  -5.838e-01  +8.078e-01  
30    147   -34.20000   +264.60000  -5.838e-01  +8.100e-01  
30    148   -34.20000   +266.40000  -5.838e-01  +8.114e-01  
30    149   -34.20000   +268.20000  -5.838e-01  +8.119e-01  
30    150   -34.20000   +270.00000  -5.837e-01  +8.117e-01  
30    151   -34.20000   +271.80000  -5.836e-01  +8.106e-01  
30    152   -34.20000   +273.60000  -5.835e-01  +8.087e-01  
30    153   -34.20000   +275.40000  -5.834e-01  +8.060e-01  
30    154   -34.20000   +277.20000  -5.833e-01  +8.024e-01  
30    155   -34.20000   +279.00000  -5.831e-01  +7.981e-01  
30    156   -34.20000   +280.80000  -5.830e-01  +7.930e-01  
30    157   -34.20000   +282.60000  -5.828e-01  +7.871e-01  
30    158   -34.20000   +284.40000  -5.825e-01  +7.803e-01  
30    159   -34.20000   +286.20000  -5.823e-01  +7.728e-01  
30    160   -34.20000   +288.00000  -5.820e-01  +7.646e-01  
30    161   -34.20000   +289.80000  -5.818e-01  +7.555e-01  
30    162   -34.20000   +291.60000  -5.815e-01  +7.457e-01  
30    163   -34.20000   +293.40000  -5.811e-01  +7.351e-01  
30    164   -34.20000   +295.20000  -5.808e-01  +7.238e-01  
30    165   -34.20000   +297.00000  -5.804e-01  +7.118e-01  
30    166   -34.20000   +298.80000  -5.801e-01  +6.991e-01  
30    167   -34.20000   +300.60000  -5.797e-01  +6.856e-01  
30    168   -34.20000   +302.40000  -5.793e-01  +6.715e-01  
30    169   -34.20000   +304.20000  -5.788e-01  +6.566e-01  
30    170   -34.20000   +306.00000  -5.784e-01  +6.412e-01  
30    171   -34.20000   +307.80000  -5.779e-01  +6.250e-01  
30    172   -34.20000   +309.60000  -5.774e-01  +6.083e-01  
30    173   -34.20000   +311.40000  -5.770e-01  +5.909e-01  
30    174   -34.20000   +313.20000  -5.764e-01  +5.729e-01  
30    175   -34.20000   +315.00000  -5.759e-01  +5.544e-01  
30    176   -34.20000   +316.80000  -5.754e-01  +5.353e-01  
30    177   -34.20000   +318.60000  -5.748e-01  +5.156e-01  
30    178   -34.20000   +320.40000  -5.743e-01  +4.954e-01  
30    179   -34.20000   +322.20000  -5.737e-01  +4.747e-01  
30    180   -34.20000   +324.00000  -5.731e-01  +4.536e-01  
30    181   -34.20000   +325.80000  -5.725e-01  +4.319e-01  
30    182   -34.20000   +327.60000  -5.719e-01  +4.099e-01  
30    183   -34.20000   +329.40000  -5.713e-01  +3.874e-01  
30    184   -34.20000   +331.20000  -5.707e-01  +3.645e-01  
30    185   -34.20000   +333.00000  -5.700e-01  +3.412e-01  
30    186   -34.20000   +334.80000  -5.694e-01  +3.176e-01  
30    187   -34.20000   +336.60000  -5.688e-01  +2.937e-01  
30    188   -34.20000   +338.40000  -5.681e-01  +2.694e-01  
30    189   -34.20000   +340.20000  -5.674e-01  +2.449e-01  
30    190   -34.20000   +342.00000  -5.668e-01  +2.201e-01  
30    191   -34.20000   +343.80000  -5.661e-01  +1.951e-01  
30    192   -34.20000   +345.60000  -5.654e-01  +1.699e-01  
30    193   -34.20000   +347.40000  -5.647e-01  +1.445e-01  
30    194   -34.20000   +349.20000  -5.640e-01  +1.189e-01  
30    195   -34.20000   +351.00000  -5.634e-01  +9.320e-02  
30    196   -34.20000   +352.80000  -5.627e-01  +6.740e-02  
30    197   -34.20000   +354.60000  -5.620e-01  +4.152e-02  
30    198   -34.20000   +356.40000  -5.613e-01  +1.558e-02  
30    199   -34.20000   +358.20000  -5.606e-01  -1.038e-02  
31    0     -32.40000   +0.00000    -5.336e-01  -3.611e-02  
31    1     -32.40000   +1.80000    -5.329e-01  -6.260e-02  
31    2     -32.40000   +3.60000    -5.322e-01  -8.905e-02  
31    3     -32.40000   +5.40000    -5.315e-01  -1.154e-01  
31    4     -32.40000   +7.20000    -5.309e-01  -1.417e-01  
31    5     -32.40000   +9.00000    -5.302e-01  -1.678e-01  
31    6     -32.40000   +10.80000   -5.295e-01  -1.938e-01  
31    7     -32.40000   +12.60000   -5.288e-01  -2.196e-01  
31    8     -32.40000   +14.40000   -5.282e-01  -2.453e-01  
31    9     -32.40000   +16.20000   -5.275e-01  -2.706e-01  
31    10    -32.40000   +18.00000   -5.268e-01  -2.958e-01  
31    11    -32.40000   +19.80000   -5.262e-01  -3.206e-01  
31    12    -32.40000   +21.60000   -5.256e-01  -3.452e-01  
31    13    -32.40000   +23.40000   -5.250e-01  -3.694e-01  
31    14    -32.40000   +25.20000   -5.243e-01  -3.933e-01  
31    15    -32.40000   +27.00000   -5.237e-01  -4.168e-01  
31    16    -32.40000   +28.80000   -5.232e-01  -4.399e-01  
31    17    -32.40000   +30.60000   -5.226e-01  -4.626e-01  
31    18    -32.40000   +32.40000   -5.220e-01  -4.848e-01  
31    19    -32.40000   +34.20000   -5.215e-01  -5.066e-01  
31    20    -32.40000   +36.00000   -5.209e-01  -5.279e-01  
31    21    -32.40000   +37.80000   -5.204e-01  -5.486e-01  
31    22    -32.40000   +39.60000   -5.199e-01  -5.689e-01  
31    23    -32.40000   +41.40000   -5.194e-01  -5.886e-01  
31    24    -32.40000   +43.20000   -5.189e-01  -6.077e-01  
31    25    -32.40000   +45.00000   -5.185e-01  -6.263e-01  
31    26    -32.40000   +46.80000   -5.180e-01  -6.443e-01  
31    27    -32.40000   +48.60000   -5.176e-01  -6.616e-01  
31    28    -32.40000   +50.40000   -5.172e-01  -6.783e-01  
31    29    -32.40000   +52.20000   -5.168e-01  -6.943e-01  
31    30    -32.40000   +54.00000   -5.164e-01  -7.097e-01  
31    31    -32.40000   +55.80000   -5.161e-01  -7.243e-01  
31    32    -32.40000   +57.60000   -5.158e-01  -7.383e-01  
31    33    -32.40000   +59.40000   -5.154e-01  -7.516e-01  
31    34    -32.40000   +61.20000   -5.152e-01  -7.641e-01  
31    35    -32.40000   +63.00000   -5.149e-01  -7.759e-01  
31    36    -32.40000   +64.80000   -5.146e-01  -7.870e-01  
31    37    -32.40000   +66.60000   -5.144e-01  -7.972e-01  
31    38    -32.40000   +68.40000   -5.142e-01  -8.067e-01  
31    39    -32.40000   +70.20000   -5.140e-01  -8.155e-01  
31    40    -32.40000   +72.00000   -5.138e-01  -8.234e-01  
31    41    -32.40000   +73.80000   -5.137e-01  -8.305e-01  
31    42    -32.40000   +75.60000   -5.136e-01  -8.369e-01  
31    43    -32.40000   +77.40000   -5.135e-01  -8.424e-01  
31    44    -32.40000   +79.20000   -5.134e-01  -8.471e-01  
31    45    -32.40000   +81.00000   -5.133e-01  -8.510e-01  
31    46    -32.40000   +82.80000   -5.133e-01  -8.540e-01  
31    47    -32.40000   +84.60000   -5.133e-01  -8.562e-01  
31    48    -32.40000   +86.40000   -5.133e-01  -8.576e-01  
31    49    -32.40000   +88.20000   -5.133e-01  -8.582e-01  
31    50    -32.40000   +90.00000   -5.134e-01  -8.579e-01  
31    51    -32.40000   +91.80000   -5.134e-01  -8.568e-01  
31    52    -32.40000   +93.60000   -5.135e-01  -8.549e-01  
31    53    -32.40000   +95.40000   -5.136e-01  -8.521e-01  
31    54    -32.40000   +97.20000   -5.138e-01  -8.485e-01  
31    55    -32.40000   +99.00000   -5.140e-01  -8.441e-01  
31    56    -32.40000   +100.80000  -5.141e-01  -8.389e-01  
31    57    -32.40000   +102.60000  -5.143e-01  -8.328e-01  
31    58    -32.40000   +104.40000  -5.146e-01  -8.259e-01  
31    59    -32.40000   +106.20000  -5.148e-01  -8.183e-01  
31    60    -32.40000   +108.00000  -5.151e-01  -8.098e-01  
31    61    -32.40000   +109.80000  -5.154e-01  -8.006e-01  
31    62    -32.40000   +111.60000  -5.157e-01  -7.906e-01  
31    63    -32.40000   +113.40000  -5.160e-01  -7.798e-01  
31    64    -32.40000   +115.20000  -5.163e-01  -7.683e-01  
31    65    -32.40000   +117.00000  -5.167e-01  -7.560e-01  
31    66    -32.40000   +118.80000  -5.171e-01  -7.430e-01  
31    67    -32.40000   +120.60000  -5.175e-01  -7.292e-01  
31    68    -32.40000   +122.40000  -5.179e-01  -7.148e-01  
31    69    -32.40000   +124.20000  -5.183e-01  -6.997e-01  
31    70    -32.40000   +126.00000  -5.188e-01  -6.839e-01  
31    71    -32.40000   +127.80000  -5.193e-01  -6.674e-01  
31    72    -32.40000   +129.60000  -5.198e-01  -6.503e-01  
31    73    -32.40000   +131.40000  -5.203e-01  -6.326e-01  
31    74    -32.40000   +133.20000  -5.208e-01  -6.142e-01  
31    75    -32.40000   +135.00000  -5.213e-01  -5.953e-01  
31    76    -32.40000   +136.80000  -5.219e-01  -5.758e-01  
31    77    -32.40000   +138.60000  -5.224e-01  -5.557e-01  
31    78    -32.40000   +140.40000  -5.230e-01  -5.351e-01  
31    79    -32.40000   +142.20000  -5.236e-01  -5.140e-01  
31    80    -32.40000   +144.00000  -5.242e-01  -4.924e-01  
31    81    -32.40000   +145.80000  -5.248e-01  -4.703e-01  
31    82    -32.40000   +147.60000  -5.254e-01  -4.477e-01  
31    83    -32.40000   +149.40000  -5.260e-01  -4.248e-01  
31    84    -32.40000   +151.20000  -5.267e-01  -4.014e-01  
31    85    -32.40000   +153.00000  -5.273e-01  -3.777e-01  
31    86    -32.40000   +154.80000  -5.280e-01  -3.536e-01  
31    87    -32.40000   +156.60000  -5.286e-01  -3.291e-01  
31    88    -32.40000   +158.40000  -5.293e-01  -3.044e-01  
31    89    -32.40000   +160.20000  -5.300e-01  -2.793e-01  
31    90    -32.40000   +162.00000  -5.307e-01  -2.540e-01  
31    91    -32.40000   +163.80000  -5.313e-01  -2.285e-01  
31    92    -32.40000   +165.60000  -5.320e-01  -2.027e-01  
31    93    -32.40000   +167.40000  -5.327e-01  -1.768e-01  
31    94    -32.40000   +169.20000  -5.334e-01  -1.507e-01  
31    95    -32.40000   +171.00000  -5.341e-01  -1.245e-01  
31    96    -32.40000   +172.80000  -5.348e-01  -9.814e-02  
31    97    -32.40000   +174.60000  -5.355e-01  -7.172e-02  
31    98    -32.40000   +176.40000  -5.362e-01  -4.524e-02  
31    99    -32.40000   +178.20000  -5.369e-01  -1.873e-02  
31    100   -32.40000   +180.00000  -5.376e-01  +7.780e-03  
31    101   -32.40000   +181.80000  -5.383e-01  +3.427e-02  
31    102   -32.40000   +183.60000  -5.390e-01  +6.072e-02  
31    103   -32.40000   +185.40000  -5.397e-01  +8.709e-02  
31    104   -32.40000   +187.20000  -5.404e-01  +1.134e-01  
31    105   -32.40000   +189.00000  -5.411e-01  +1.395e-01  
31    106   -32.40000   +190.80000  -5.418e-01  +1.655e-01  
31    107   -32.40000   +192.60000  -5.425e-01  +1.913e-01  
31    108   -32.40000   +194.40000  -5.431e-01  +2.169e-01  
31    109   -32.40000   +196.20000  -5.438e-01  +2.423e-01  
31    110   -32.40000   +198.00000  -5.444e-01  +2.674e-01  
31    111   -32.40000   +199.80000  -5.451e-01  +2.923e-01  
31    112   -32.40000   +201.60000  -5.457e-01  +3.168e-01  
31    113   -32.40000   +203.40000  -5.463e-01  +3.411e-01  
31    114   -32.40000   +205.20000  -5.469e-01  +3.649e-01  
31    115   -32.40000   +207.00000  -5.475e-01  +3.884e-01  
31    116   -32.40000   +208.80000  -5.481e-01  +4.115e-01  
31    117   -32.40000   +210.60000  -5.487e-01  +4.342e-01  
31    118   -32.40000   +212.40000  -5.493e-01  +4.565e-01  
31    119   -32.40000   +214.20000  -5.498e-01  +4.782e-01  
31    120   -32.40000   +216.00000  -5.504e-01  +4.995e-01  
31    121   -32.40000   +217.80000  -5.509e-01  +5.203e-01  
31    122   -32.40000   +219.60000  -5.514e-01  +5.406e-01  
31    123   -32.40000   +221.40000  -5.519e-01  +5.603e-01  
31    124   -32.40000   +223.20000  -5.523e-01  +5.794e-01  
31    125   -32.40000   +225.00000  -5.528e-01  +5.980e-01  
31    126   -32.40000   +226.80000  -5.532e-01  +6.159e-01  
31    127   -32.40000   +228.60000  -5.537e-01  +6.333e-01  
31    128   -32.40000   +230.40000  -5.541e-01  +6.499e-01  
31    129   -32.40000   +232.20000  -5.545e-01  +6.660e-01  
31    130   -32.40000   +234.00000  -5.548e-01  +6.813e-01  
31    131   -32.40000   +235.80000  -5.552e-01  +6.960e-01  
31    132   -32.40000   +237.60000  -5.555e-01  +7.100e-01  
31    133   -32.40000   +239.40000  -5.558e-01  +7.233e-01  
31    134   -32.40000   +241.20000  -5.561e-01  +7.358e-01  
31    135   -32.40000   +243.00000  -5.564e-01  +7.476e-01  
31    136   -32.40000   +244.80000  -5.566e-01  +7.586e-01  
31    137   -32.40000   +246.60000  -5.569e-01  +7.689e-01  
31    138   -32.40000   +248.40000  -5.571e-01  +7.784e-01  
31    139   -32.40000   +250.20000  -5.573e-01  +7.871e-01  
31    140   -32.40000   +252.00000  -5.574e-01  +7.951e-01  
31    141   -32.40000   +253.80000  -5.576e-01  +8.022e-01  
31    142   -32.40000   +255.60000  -5.577e-01  +8.085e-01  
31    143   -32.40000   +257.40000  -5.578e-01  +8.140e-01  
31    144   -32.40000   +259.20000  -5.579e-01  +8.187e-01  
31    145   -32.40000   +261.00000  -5.580e-01  +8.226e-01  
31    146   -32.40000   +262.80000  -5.580e-01  +8.257e-01  
31    147   -32.40000   +264.60000  -5.580e-01  +8.279e-01  
31    148   -32.40000   +266.40000  -5.580e-01  +8.293e-01  
31    149   -32.40000   +268.20000  -5.580e-01  +8.299e-01  
31    150   -32.40000   +270.00000  -5.579e-01  +8.296e-01  
31    151   -32.40000   +271.80000  -5.578e-01  +8.285e-01  
31    152   -32.40000   +273.60000  -5.577e-01  +8.265e-01  
31    153   -32.40000   +275.40000  -5.576e-01  +8.238e-01  
31    154   -32.40000   +277.20000  -5.575e-01  +8.202e-01  
31    155   -32.40000   +279.00000  -5.573e-01  +8.158e-01  
31    156   -32.40000   +280.80000  -5.571e-01  +8.105e-01  
31    157   -32.40000   +282.60000  -5.569e-01  +8.045e-01  
31    158   -32.40000   +284.40000  -5.567e-01  +7.976e-01  
31    159   -32.40000   +286.20000  -5.565e-01  +7.900e-01  
31    160   -32.40000   +288.00000  -5.562e-01  +7.815e-01  
31    161   -32.40000   +289.80000  -5.559e-01  +7.723e-01  
31    162   -32.40000   +291.60000  -5.556e-01  +7.623e-01  
31    163   -32.40000   +293.40000  -5.553e-01  +7.515e-01  
31    164   -32.40000   +295.20000  -5.549e-01  +7.399e-01  
31    165   -32.40000   +297.00000  -5.546e-01  +7.277e-01  
31    166   -32.40000   +298.80000  -5.542e-01  +7.146e-01  
31    167   -32.40000   +300.60000  -5.538e-01  +7.009e-01  
31    168   -32.40000   +302.40000  -5.534e-01  +6.865e-01  
31    169   -32.40000   +304.20000  -5.529e-01  +6.713e-01  
31    170   -32.40000   +306.00000  -5.525e-01  +6.555e-01  
31    171   -32.40000   +307.80000  -5.520e-01  +6.391e-01  
31    172   -32.40000   +309.60000  -5.515e-01  +6.220e-01  
31    173   -32.40000   +311.40000  -5.510e-01  +6.042e-01  
31    174   -32.40000   +313.20000  -5.505e-01  +5.859e-01  
31    175   -32.40000   +315.00000  -5.500e-01  +5.669e-01  
31    176   -32.40000   +316.80000  -5.494e-01  +5.474e-01  
31    177   -32.40000   +318.60000  -5.489e-01  +5.274e-01  
31    178   -32.40000   +320.40000  -5.483e-01  +5.068e-01  
31    179   -32.40000   +322.20000  -5.477e-01  +4.856e-01  
31    180   -32.40000   +324.00000  -5.471e-01  +4.640e-01  
31    181   -32.40000   +325.80000  -5.465e-01  +4.419e-01  
31    182   -32.40000   +327.60000  -5.459e-01  +4.194e-01  
31    183   -32.40000   +329.40000  -5.453e-01  +3.964e-01  
31    184   -32.40000   +331.20000  -5.446e-01  +3.731e-01  
31    185   -32.40000   +333.00000  -5.440e-01  +3.493e-01  
31    186   -32.40000   +334.80000  -5.433e-01  +3.252e-01  
31    187   -32.40000   +336.60000  -5.426e-01  +3.008e-01  
31    188   -32.40000   +338.40000  -5.420e-01  +2.760e-01  
31    189   -32.40000   +340.20000  -5.413e-01  +2.510e-01  
31    190   -32.40000   +342.00000  -5.406e-01  +2.257e-01  
31    191   -32.40000   +343.80000  -5.399e-01  +2.002e-01  
31    192   -32.40000   +345.60000  -5.392e-01  +1.744e-01  
31    193   -32.40000   +347.40000  -5.385e-01  +1.485e-01  
31    194   -32.40000   +349.20000  -5.378e-01  +1.224e-01  
31    195   -32.40000   +351.00000  -5.371e-01  +9.615e-02  
31    196   -32.40000   +352.80000  -5.364e-01  +6.981e-02  
31    197   -32.40000   +354.60000  -5.357e-01  +4.339e-02  
31    198   -32.40000   +356.40000  -5.350e-01  +1.691e-02  
31    199   -32.40000   +358.20000  -5.343e-01  -9.597e-03  
32    0     -30.60000   +0.00000    -5.068e-01  -3.583e-02  
32    1     -30.60000   +1.80000    -5.061e-01  -6.284e-02  
32    2     -30.60000   +3.60000    -5.054e-01  -8.979e-02  
32    3     -30.60000   +5.40000    -5.047e-01  -1.167e-01  
32    4     -30.60000   +7.20000    -5.040e-01  -1.435e-01  
32    5     -30.60000   +9.00000    -5.033e-01  -1.701e-01  
32    6     -30.60000   +10.80000   -5.026e-01  -1.966e-01  
32    7     -30.60000   +12.60000   -5.019e-01  -2.229e-01  
32    8     -30.60000   +14.40000   -5.012e-01  -2.490e-01  
32    9     -30.60000   +16.20000   -5.006e-01  -2.749e-01  
32    10    -30.60000   +18.00000   -4.999e-01  -3.005e-01  
32    11    -30.60000   +19.80000   -4.992e-01  -3.259e-01  
32    12    -30.60000   +21.60000   -4.986e-01  -3.509e-01  
32    13    -30.60000   +23.40000   -4.980e-01  -3.756e-01  
32    14    -30.60000   +25.20000   -4.973e-01  -3.999e-01  
32    15    -30.60000   +27.00000   -4.967e-01  -4.239e-01  
32    16    -30.60000   +28.80000   -4.961e-01  -4.474e-01  
32    17    -30.60000   +30.60000   -4.955e-01  -4.706e-01  
32    18    -30.60000   +32.40000   -4.950e-01  -4.932e-01  
32    19    -30.60000   +34.20000   -4.944e-01  -5.154e-01  
32    20    -30.60000   +36.00000   -4.939e-01  -5.371e-01  
32    21    -30.60000   +37.80000   -4.933e-01  -5.583e-01  
32    22    -30.60000   +39.60000   -4.928e-01  -5.790e-01  
32    23    -30.60000   +41.40000   -4.923e-01  -5.991e-01  
32    24    -30.60000   +43.20000   -4.918e-01  -6.186e-01  
32    25    -30.60000   +45.00000   -4.914e-01  -6.375e-01  
32    26    -30.60000   +46.80000   -4.909e-01  -6.558e-01  
32    27    -30.60000   +48.60000   -4.905e-01  -6.735e-01  
32    28    -30.60000   +50.40000   -4.901e-01  -6.905e-01  
32    29    -30.60000   +52.20000   -4.897e-01  -7.068e-01  
32    30    -30.60000   +54.00000   -4.893e-01  -7.225e-01  
32    31    -30.60000   +55.80000   -4.889e-01  -7.374e-01  
32    32    -30.60000   +57.60000   -4.886e-01  -7.517e-01  
32    33    -30.60000   +59.40000   -4.883e-01  -7.652e-01  
32    34    -30.60000   +61.20000   -4.880e-01  -7.780e-01  
32    35    -30.60000   +63.00000   -4.877e-01  -7.900e-01  
32    36    -30.60000   +64.80000   -4.874e-01  -8.013e-01  
32    37    -30.60000   +66.60000   -4.872e-01  -8.117e-01  
32    38    -30.60000   +68.40000   -4.870e-01  -8.214e-01  
32    39    -30.60000   +70.20000   -4.868e-01  -8.303e-01  
32    40    -30.60000   +72.00000   -4.866e-01  -8.384e-01  
32    41    -30.60000   +73.80000   -4.865e-01  -8.457e-01  
32    42    -30.60000   +75.60000   -4.864e-01  -8.521e-01  
32    43    -30.60000   +77.40000   -4.863e-01  -8.578e-01  
32    44    -30.60000   +79.20000   -4.862e-01  -8.626e-01  
32    45    -30.60000   +81.00000   -4.861e-01  -8.665e-01  
32    46    -30.60000   +82.80000   -4.861e-01  -8.696e-01  
32    47    -30.60000   +84.60000   -4.861e-01  -8.719e-01  
32    48    -30.60000   +86.40000   -4.861e-01  -8.733e-01  
32    49    -30.60000   +88.20000   -4.861e-01  -8.739e-01  
32    50    -30.60000   +90.00000   -4.862e-01  -8.736e-01  
32    51    -30.60000   +91.80000   -4.862e-01  -8.725e-01  
32    52    -30.60000   +93.60000   -4.863e-01  -8.705e-01  
32    53    -30.60000   +95.40000   -4.864e-01  -8.677e-01  
32    54    -30.60000   +97.20000   -4.866e-01  -8.640e-01  
32    55    -30.60000   +99.00000   -4.868e-01  -8.595e-01  
32    56    -30.60000   +100.80000  -4.869e-01  -8.542e-01  
32    57    -30.60000   +102.60000  -4.871e-01  -8.480e-01  
32    58    -30.60000   +104.40000  -4.874e-01  -8.410e-01  
32    59    -30.60000   +106.20000  -4.876e-01  -8.332e-01  
32    60    -30.60000   +108.00000  -4.879e-01  -8.246e-01  
32    61    -30.60000   +109.80000  -4.882e-01  -8.152e-01  
32    62    -30.60000   +111.60000  -4.885e-01  -8.050e-01  
32    63    -30.60000   +113.40000  -4.888e-01  -7.940e-01  
32    64    -30.60000   +115.20000  -4.892e-01  -7.822e-01  
32    65    -30.60000   +117.00000  -4.896e-01  -7.697e-01  
32    66    -30.60000   +118.80000  -4.899e-01  -7.564e-01  
32    67    -30.60000   +120.60000  -4.904e-01  -7.424e-01  
32    68    -30.60000   +122.40000  -4.908e-01  -7.277e-01  
32    69    -30.60000   +124.20000  -4.912e-01  -7.123e-01  
32    70    -30.60000   +126.00000  -4.917e-01  -6.962e-01  
32    71    -30.60000   +127.80000  -4.922e-01  -6.794e-01  
32    72    -30.60000   +129.60000  -4.927e-01  -6.620e-01  
32    73    -30.60000   +131.40000  -4.932e-01  -6.439e-01  
32    74    -30.60000   +133.20000  -4.937e-01  -6.252e-01  
32    75    -30.60000   +135.00000  -4.942e-01  -6.059e-01  
32    76    -30.60000   +136.80000  -4.948e-01  -5.860e-01  
32    77    -30.60000   +138.60000  -4.954e-01  -5.655e-01  
32    78    -30.60000   +140.40000  -4.960e-01  -5.445e-01  
32    79    -30.60000   +142.20000  -4.966e-01  -5.230e-01  
32    80    -30.60000   +144.00000  -4.972e-01  -5.009e-01  
32    81    -30.60000   +145.80000  -4.978e-01  -4.784e-01  
